name,types,weaknesses,evolutions,generation,is_legendary,is_mythical,hp,attack,defense,speed,special_attack,special_defense
cherrim,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['cherubi', 'cherrim']",4,False,False,70,60,70,85,87,78
shellos,['water'],"['electric', 'grass']","['shellos', 'gastrodon']",4,False,False,76,48,48,34,57,62
gastrodon,"['water', 'ground']","['ice', 'water', 'electric', 'grass']","['shellos', 'gastrodon']",4,False,False,111,83,68,39,92,82
ambipom,['normal'],['fighting'],"['aipom', 'ambipom']",4,False,False,75,100,66,115,60,66
drifloon,"['ghost', 'flying']","['electric', 'dark', 'ice', 'ghost', 'rock']","['drifloon', 'drifblim']",4,False,False,90,50,34,70,60,44
drifblim,"['ghost', 'flying']","['electric', 'dark', 'ice', 'ghost', 'rock']","['drifloon', 'drifblim']",4,False,False,150,80,44,80,90,54
buneary,['normal'],['fighting'],"['buneary', 'lopunny']",4,False,False,55,66,44,85,44,56
lopunny,['normal'],['fighting'],"['buneary', 'lopunny']",4,False,False,65,76,84,105,54,96
mismagius,['ghost'],"['dark', 'ghost']","['misdreavus', 'mismagius']",4,False,False,60,60,60,105,105,105
honchkrow,"['dark', 'flying']","['electric', 'ice', 'bug', 'fairy', 'rock', 'fighting']","['murkrow', 'honchkrow']",4,False,False,100,125,52,71,105,52
glameow,['normal'],['fighting'],"['glameow', 'purugly']",4,False,False,49,55,42,85,42,37
purugly,['normal'],['fighting'],"['glameow', 'purugly']",4,False,False,71,82,64,112,64,59
chingling,['psychic'],"['dark', 'ghost', 'bug']","['chingling', 'chimecho']",4,False,False,45,30,50,45,65,50
stunky,"['poison', 'dark']","['psychic', 'ground', 'bug', 'fairy', 'fighting']","['stunky', 'skuntank']",4,False,False,63,63,47,74,41,41
skuntank,"['poison', 'dark']","['psychic', 'ground', 'bug', 'fairy', 'fighting']","['stunky', 'skuntank']",4,False,False,103,93,67,84,71,61
bronzor,"['steel', 'psychic']","['fire', 'dark', 'ghost', 'ground', 'bug', 'fighting']","['bronzor', 'bronzong']",4,False,False,57,24,86,23,24,86
bronzong,"['steel', 'psychic']","['fire', 'dark', 'ghost', 'ground', 'bug', 'fighting']","['bronzor', 'bronzong']",4,False,False,67,89,116,33,79,116
bonsly,['rock'],"['water', 'ground', 'steel', 'grass', 'fighting']","['bonsly', 'sudowoodo']",4,False,False,50,80,95,10,10,45
mime-jr,"['psychic', 'fairy']","['poison', 'dark', 'ghost', 'steel', 'bug']","['mime-jr', 'mr-mime', 'mr-rime']",4,False,False,20,25,45,60,70,90
happiny,['normal'],['fighting'],"['happiny', 'chansey', 'blissey']",4,False,False,100,5,5,30,15,65
chatot,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']",['chatot'],4,False,False,76,65,45,91,92,42
spiritomb,"['ghost', 'dark']","['dark', 'ghost', 'bug', 'fairy', 'fighting']",['spiritomb'],4,False,False,50,92,108,35,92,108
gible,"['dragon', 'ground']","['dragon', 'ice', 'water', 'grass', 'fairy']","['gible', 'gabite', 'garchomp']",4,False,False,58,70,45,42,40,45
gabite,"['dragon', 'ground']","['dragon', 'ice', 'water', 'grass', 'fairy']","['gible', 'gabite', 'garchomp']",4,False,False,68,90,65,82,50,55
garchomp,"['dragon', 'ground']","['dragon', 'ice', 'water', 'grass', 'fairy']","['gible', 'gabite', 'garchomp']",4,False,False,108,130,95,102,80,85
munchlax,['normal'],['fighting'],"['munchlax', 'snorlax']",4,False,False,135,85,40,5,40,85
riolu,['fighting'],"['fairy', 'psychic', 'flying']","['riolu', 'lucario']",4,False,False,40,70,40,60,35,40
lucario,"['fighting', 'steel']","['psychic', 'fire', 'flying', 'ground', 'fairy', 'fighting']","['riolu', 'lucario']",4,False,False,70,110,70,90,115,70
hippopotas,['ground'],"['ice', 'water', 'grass']","['hippopotas', 'hippowdon']",4,False,False,68,72,78,32,38,42
hippowdon,['ground'],"['ice', 'water', 'grass']","['hippopotas', 'hippowdon']",4,False,False,108,112,118,47,68,72
skorupi,"['poison', 'bug']","['fire', 'psychic', 'flying', 'ground', 'rock']","['skorupi', 'drapion']",4,False,False,40,50,90,65,30,55
drapion,"['poison', 'dark']","['psychic', 'ground', 'bug', 'fairy', 'fighting']","['skorupi', 'drapion']",4,False,False,70,90,110,95,60,75
croagunk,"['poison', 'fighting']","['fairy', 'psychic', 'ground', 'flying']","['croagunk', 'toxicroak']",4,False,False,48,61,40,50,61,40
toxicroak,"['poison', 'fighting']","['fairy', 'psychic', 'ground', 'flying']","['croagunk', 'toxicroak']",4,False,False,83,106,65,85,86,65
carnivine,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']",['carnivine'],4,False,False,74,100,72,46,90,72
finneon,['water'],"['electric', 'grass']","['finneon', 'lumineon']",4,False,False,49,49,56,66,49,61
lumineon,['water'],"['electric', 'grass']","['finneon', 'lumineon']",4,False,False,69,69,76,91,69,86
mantyke,"['water', 'flying']","['ice', 'electric', 'grass', 'rock']","['mantyke', 'mantine']",4,False,False,45,20,50,50,60,120
snover,"['grass', 'ice']","['fire', 'poison', 'ice', 'flying', 'steel', 'bug', 'rock', 'fighting']","['snover', 'abomasnow']",4,False,False,60,62,50,40,62,60
abomasnow,"['grass', 'ice']","['fire', 'poison', 'ice', 'flying', 'steel', 'bug', 'rock', 'fighting']","['snover', 'abomasnow']",4,False,False,90,92,75,60,92,85
weavile,"['dark', 'ice']","['fire', 'steel', 'bug', 'fairy', 'rock', 'fighting']","['sneasel', 'weavile']",4,False,False,70,120,65,125,45,85
magnezone,"['electric', 'steel']","['fire', 'fighting', 'ground']","['magnemite', 'magneton', 'magnezone']",4,False,False,70,70,115,60,130,90
lickilicky,['normal'],['fighting'],"['lickitung', 'lickilicky']",4,False,False,110,85,95,50,80,95
rhyperior,"['ground', 'rock']","['ice', 'water', 'grass', 'ground', 'steel', 'fighting']","['rhyhorn', 'rhydon', 'rhyperior']",4,False,False,115,140,130,40,55,55
tangrowth,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['tangela', 'tangrowth']",4,False,False,100,100,125,50,110,50
electivire,['electric'],['ground'],"['elekid', 'electabuzz', 'electivire']",4,False,False,75,123,67,95,95,85
magmortar,['fire'],"['water', 'rock', 'ground']","['magby', 'magmar', 'magmortar']",4,False,False,75,95,67,83,125,95
togekiss,"['fairy', 'flying']","['poison', 'electric', 'ice', 'steel', 'rock']","['togepi', 'togetic', 'togekiss']",4,False,False,85,50,95,80,120,115
yanmega,"['bug', 'flying']","['fire', 'electric', 'ice', 'flying', 'rock']","['yanma', 'yanmega']",4,False,False,86,76,86,95,116,56
leafeon,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['eevee', 'vaporeon']",4,False,False,65,110,130,95,60,65
glaceon,['ice'],"['fire', 'rock', 'fighting', 'steel']","['eevee', 'vaporeon']",4,False,False,65,60,110,65,130,95
gliscor,"['ground', 'flying']","['electric', 'ice', 'water', 'grass', 'rock']","['gligar', 'gliscor']",4,False,False,75,95,125,95,45,75
mamoswine,"['ice', 'ground']","['fire', 'ice', 'water', 'grass', 'steel', 'rock', 'fighting']","['swinub', 'piloswine', 'mamoswine']",4,False,False,110,130,80,80,70,60
porygon-z,['normal'],['fighting'],"['porygon', 'porygon2', 'porygon-z']",4,False,False,85,80,70,90,135,75
gallade,"['psychic', 'fighting']","['psychic', 'dark', 'flying', 'ghost', 'bug', 'fairy']","['ralts', 'kirlia', 'gardevoir']",4,False,False,68,125,65,80,65,115
probopass,"['rock', 'steel']","['fire', 'water', 'ground', 'steel', 'grass', 'fighting']","['nosepass', 'probopass']",4,False,False,60,55,145,40,75,150
dusknoir,['ghost'],"['dark', 'ghost']","['duskull', 'dusclops', 'dusknoir']",4,False,False,45,100,135,45,65,135
froslass,"['ice', 'ghost']","['fire', 'dark', 'ghost', 'steel', 'rock', 'fighting']","['snorunt', 'glalie']",4,False,False,70,80,70,110,80,70
rotom,"['electric', 'ghost']","['dark', 'ground', 'ghost']",['rotom'],4,False,False,50,50,77,91,95,77
uxie,['psychic'],"['dark', 'ghost', 'bug']",['uxie'],4,True,False,75,75,130,95,75,130
mesprit,['psychic'],"['dark', 'ghost', 'bug']",['mesprit'],4,True,False,80,105,105,80,105,105
azelf,['psychic'],"['dark', 'ghost', 'bug']",['azelf'],4,True,False,75,125,70,115,125,70
dialga,"['steel', 'dragon']","['fire', 'dragon', 'ice', 'ground', 'fairy', 'fighting']",['dialga'],4,True,False,100,120,120,90,150,100
palkia,"['water', 'dragon']","['dragon', 'electric', 'ice', 'grass', 'fairy']",['palkia'],4,True,False,90,120,100,100,150,120
heatran,"['fire', 'steel']","['fire', 'water', 'ground', 'rock', 'fighting']",['heatran'],4,True,False,91,90,106,77,130,106
regigigas,['normal'],['fighting'],['regigigas'],4,True,False,110,160,110,100,80,110
giratina-altered,"['ghost', 'dragon']","['dragon', 'dark', 'ice', 'ghost', 'fairy']",['giratina'],4,True,False,150,100,120,90,100,120
cresselia,['psychic'],"['dark', 'ghost', 'bug']",['cresselia'],4,True,False,120,70,110,85,75,120
phione,['water'],"['electric', 'grass']","['phione', 'manaphy']",4,False,True,80,80,80,80,80,80
manaphy,['water'],"['electric', 'grass']","['phione', 'manaphy']",4,False,True,100,100,100,100,100,100
darkrai,['dark'],"['fairy', 'fighting', 'bug']",['darkrai'],4,False,True,70,90,90,125,135,90
shaymin-land,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']",['shaymin'],4,False,True,100,100,100,100,100,100
arceus,['normal'],['fighting'],['arceus'],4,False,True,120,120,120,120,120,120
victini,"['psychic', 'fire']","['dark', 'water', 'ghost', 'ground', 'bug', 'rock']",['victini'],5,False,True,100,100,100,100,100,100
snivy,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['snivy', 'servine', 'serperior']",5,False,False,45,45,55,63,45,55
servine,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['snivy', 'servine', 'serperior']",5,False,False,60,60,75,83,60,75
serperior,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['snivy', 'servine', 'serperior']",5,False,False,75,75,95,113,75,95
tepig,['fire'],"['water', 'rock', 'ground']","['tepig', 'pignite', 'emboar']",5,False,False,65,63,45,45,45,45
pignite,"['fire', 'fighting']","['psychic', 'water', 'flying', 'ground', 'fairy', 'rock']","['tepig', 'pignite', 'emboar']",5,False,False,90,93,55,55,70,55
emboar,"['fire', 'fighting']","['psychic', 'water', 'flying', 'ground', 'fairy', 'rock']","['tepig', 'pignite', 'emboar']",5,False,False,110,123,65,65,100,65
oshawott,['water'],"['electric', 'grass']","['oshawott', 'dewott', 'samurott']",5,False,False,55,55,45,45,63,45
dewott,['water'],"['electric', 'grass']","['oshawott', 'dewott', 'samurott']",5,False,False,75,75,60,60,83,60
samurott,['water'],"['electric', 'grass']","['oshawott', 'dewott', 'samurott']",5,False,False,95,100,85,70,108,70
patrat,['normal'],['fighting'],"['patrat', 'watchog']",5,False,False,45,55,39,42,35,39
watchog,['normal'],['fighting'],"['patrat', 'watchog']",5,False,False,60,85,69,77,60,69
lillipup,['normal'],['fighting'],"['lillipup', 'herdier', 'stoutland']",5,False,False,45,60,45,55,25,45
herdier,['normal'],['fighting'],"['lillipup', 'herdier', 'stoutland']",5,False,False,65,80,65,60,35,65
stoutland,['normal'],['fighting'],"['lillipup', 'herdier', 'stoutland']",5,False,False,85,110,90,80,45,90
purrloin,['dark'],"['fairy', 'fighting', 'bug']","['purrloin', 'liepard']",5,False,False,41,50,37,66,50,37
liepard,['dark'],"['fairy', 'fighting', 'bug']","['purrloin', 'liepard']",5,False,False,64,88,50,106,88,50
pansage,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['pansage', 'simisage']",5,False,False,50,53,48,64,53,48
simisage,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['pansage', 'simisage']",5,False,False,75,98,63,101,98,63
pansear,['fire'],"['water', 'rock', 'ground']","['pansear', 'simisear']",5,False,False,50,53,48,64,53,48
simisear,['fire'],"['water', 'rock', 'ground']","['pansear', 'simisear']",5,False,False,75,98,63,101,98,63
panpour,['water'],"['electric', 'grass']","['panpour', 'simipour']",5,False,False,50,53,48,64,53,48
simipour,['water'],"['electric', 'grass']","['panpour', 'simipour']",5,False,False,75,98,63,101,98,63
munna,['psychic'],"['dark', 'ghost', 'bug']","['munna', 'musharna']",5,False,False,76,25,45,24,67,55
musharna,['psychic'],"['dark', 'ghost', 'bug']","['munna', 'musharna']",5,False,False,116,55,85,29,107,95
pidove,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['pidove', 'tranquill', 'unfezant']",5,False,False,50,55,50,43,36,30
tranquill,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['pidove', 'tranquill', 'unfezant']",5,False,False,62,77,62,65,50,42
unfezant,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['pidove', 'tranquill', 'unfezant']",5,False,False,80,115,80,93,65,55
blitzle,['electric'],['ground'],"['blitzle', 'zebstrika']",5,False,False,45,60,32,76,50,32
zebstrika,['electric'],['ground'],"['blitzle', 'zebstrika']",5,False,False,75,100,63,116,80,63
roggenrola,['rock'],"['water', 'ground', 'steel', 'grass', 'fighting']","['roggenrola', 'boldore', 'gigalith']",5,False,False,55,75,85,15,25,25
boldore,['rock'],"['water', 'ground', 'steel', 'grass', 'fighting']","['roggenrola', 'boldore', 'gigalith']",5,False,False,70,105,105,20,50,40
gigalith,['rock'],"['water', 'ground', 'steel', 'grass', 'fighting']","['roggenrola', 'boldore', 'gigalith']",5,False,False,85,135,130,25,60,80
woobat,"['psychic', 'flying']","['electric', 'dark', 'ice', 'ghost', 'bug', 'rock']","['woobat', 'swoobat']",5,False,False,65,45,43,72,55,43
swoobat,"['psychic', 'flying']","['electric', 'dark', 'ice', 'ghost', 'bug', 'rock']","['woobat', 'swoobat']",5,False,False,67,57,55,114,77,55
drilbur,['ground'],"['ice', 'water', 'grass']","['drilbur', 'excadrill']",5,False,False,60,85,40,68,30,45
excadrill,"['ground', 'steel']","['fire', 'ice', 'water', 'grass', 'ground', 'fighting']","['drilbur', 'excadrill']",5,False,False,110,135,60,88,50,65
audino,['normal'],['fighting'],['audino'],5,False,False,103,60,86,50,60,86
timburr,['fighting'],"['fairy', 'psychic', 'flying']","['timburr', 'gurdurr', 'conkeldurr']",5,False,False,75,80,55,35,25,35
gurdurr,['fighting'],"['fairy', 'psychic', 'flying']","['timburr', 'gurdurr', 'conkeldurr']",5,False,False,85,105,85,40,40,50
conkeldurr,['fighting'],"['fairy', 'psychic', 'flying']","['timburr', 'gurdurr', 'conkeldurr']",5,False,False,105,140,95,45,55,65
tympole,['water'],"['electric', 'grass']","['tympole', 'palpitoad', 'seismitoad']",5,False,False,50,50,40,64,50,40
palpitoad,"['water', 'ground']","['ice', 'water', 'electric', 'grass']","['tympole', 'palpitoad', 'seismitoad']",5,False,False,75,65,55,69,65,55
seismitoad,"['water', 'ground']","['ice', 'water', 'electric', 'grass']","['tympole', 'palpitoad', 'seismitoad']",5,False,False,105,95,75,74,85,75
throh,['fighting'],"['fairy', 'psychic', 'flying']",['throh'],5,False,False,120,100,85,45,30,85
sawk,['fighting'],"['fairy', 'psychic', 'flying']",['sawk'],5,False,False,75,125,75,85,30,75
sewaddle,"['bug', 'grass']","['fire', 'poison', 'ice', 'flying', 'bug', 'rock']","['sewaddle', 'swadloon', 'leavanny']",5,False,False,45,53,70,42,40,60
swadloon,"['bug', 'grass']","['fire', 'poison', 'ice', 'flying', 'bug', 'rock']","['sewaddle', 'swadloon', 'leavanny']",5,False,False,55,63,90,42,50,80
leavanny,"['bug', 'grass']","['fire', 'poison', 'ice', 'flying', 'bug', 'rock']","['sewaddle', 'swadloon', 'leavanny']",5,False,False,75,103,80,92,70,80
venipede,"['bug', 'poison']","['psychic', 'fire', 'flying', 'ground', 'rock']","['venipede', 'whirlipede', 'scolipede']",5,False,False,30,45,59,57,30,39
whirlipede,"['bug', 'poison']","['psychic', 'fire', 'flying', 'ground', 'rock']","['venipede', 'whirlipede', 'scolipede']",5,False,False,40,55,99,47,40,79
scolipede,"['bug', 'poison']","['psychic', 'fire', 'flying', 'ground', 'rock']","['venipede', 'whirlipede', 'scolipede']",5,False,False,60,100,89,112,55,69
cottonee,"['grass', 'fairy']","['fire', 'poison', 'ice', 'flying', 'steel', 'bug']","['cottonee', 'whimsicott']",5,False,False,40,27,60,66,37,50
whimsicott,"['grass', 'fairy']","['fire', 'poison', 'ice', 'flying', 'steel', 'bug']","['cottonee', 'whimsicott']",5,False,False,60,67,85,116,77,75
petilil,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['petilil', 'lilligant']",5,False,False,45,35,50,30,70,50
lilligant,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['petilil', 'lilligant']",5,False,False,70,60,75,90,110,75
basculin-red-striped,['water'],"['electric', 'grass']","['basculin', 'basculegion']",5,False,False,70,92,65,98,80,55
sandile,"['ground', 'dark']","['ice', 'water', 'grass', 'bug', 'fairy', 'fighting']","['sandile', 'krokorok', 'krookodile']",5,False,False,50,72,35,65,35,35
krokorok,"['ground', 'dark']","['ice', 'water', 'grass', 'bug', 'fairy', 'fighting']","['sandile', 'krokorok', 'krookodile']",5,False,False,60,82,45,74,45,45
krookodile,"['ground', 'dark']","['ice', 'water', 'grass', 'bug', 'fairy', 'fighting']","['sandile', 'krokorok', 'krookodile']",5,False,False,95,117,80,92,65,70
darumaka,['fire'],"['water', 'rock', 'ground']","['darumaka', 'darmanitan']",5,False,False,70,90,45,50,15,45
darmanitan-standard,['fire'],"['water', 'rock', 'ground']","['darumaka', 'darmanitan']",5,False,False,105,140,55,95,30,55
maractus,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']",['maractus'],5,False,False,75,86,67,60,106,67
dwebble,"['bug', 'rock']","['fire', 'water', 'flying', 'ground', 'steel', 'grass', 'rock', 'fighting']","['dwebble', 'crustle']",5,False,False,50,65,85,55,35,35
crustle,"['bug', 'rock']","['fire', 'water', 'flying', 'ground', 'steel', 'grass', 'rock', 'fighting']","['dwebble', 'crustle']",5,False,False,70,105,125,45,65,75
scraggy,"['dark', 'fighting']","['psychic', 'flying', 'bug', 'fairy', 'fighting']","['scraggy', 'scrafty']",5,False,False,50,75,70,48,35,70
scrafty,"['dark', 'fighting']","['psychic', 'flying', 'bug', 'fairy', 'fighting']","['scraggy', 'scrafty']",5,False,False,65,90,115,58,45,115
sigilyph,"['psychic', 'flying']","['electric', 'dark', 'ice', 'ghost', 'bug', 'rock']",['sigilyph'],5,False,False,72,58,80,97,103,80
yamask,['ghost'],"['dark', 'ghost']","['yamask', 'cofagrigus']",5,False,False,38,30,85,30,55,65
cofagrigus,['ghost'],"['dark', 'ghost']","['yamask', 'cofagrigus']",5,False,False,58,50,145,30,95,105
tirtouga,"['water', 'rock']","['electric', 'water', 'grass', 'steel', 'ground', 'fighting']","['tirtouga', 'carracosta']",5,False,False,54,78,103,22,53,45
carracosta,"['water', 'rock']","['electric', 'water', 'grass', 'steel', 'ground', 'fighting']","['tirtouga', 'carracosta']",5,False,False,74,108,133,32,83,65
archen,"['rock', 'flying']","['electric', 'ice', 'water', 'ground', 'steel', 'grass', 'rock', 'fighting']","['archen', 'archeops']",5,False,False,55,112,45,70,74,45
archeops,"['rock', 'flying']","['electric', 'ice', 'water', 'ground', 'steel', 'grass', 'rock', 'fighting']","['archen', 'archeops']",5,False,False,75,140,65,110,112,65
trubbish,['poison'],"['psychic', 'ground']","['trubbish', 'garbodor']",5,False,False,50,50,62,65,40,62
garbodor,['poison'],"['psychic', 'ground']","['trubbish', 'garbodor']",5,False,False,80,95,82,75,60,82
zorua,['dark'],"['fairy', 'fighting', 'bug']","['zorua', 'zoroark']",5,False,False,40,65,40,65,80,40
zoroark,['dark'],"['fairy', 'fighting', 'bug']","['zorua', 'zoroark']",5,False,False,60,105,60,105,120,60
minccino,['normal'],['fighting'],"['minccino', 'cinccino']",5,False,False,55,50,40,75,40,40
cinccino,['normal'],['fighting'],"['minccino', 'cinccino']",5,False,False,75,95,60,115,65,60
gothita,['psychic'],"['dark', 'ghost', 'bug']","['gothita', 'gothorita', 'gothitelle']",5,False,False,45,30,50,45,55,65
gothorita,['psychic'],"['dark', 'ghost', 'bug']","['gothita', 'gothorita', 'gothitelle']",5,False,False,60,45,70,55,75,85
gothitelle,['psychic'],"['dark', 'ghost', 'bug']","['gothita', 'gothorita', 'gothitelle']",5,False,False,70,55,95,65,95,110
solosis,['psychic'],"['dark', 'ghost', 'bug']","['solosis', 'duosion', 'reuniclus']",5,False,False,45,30,40,20,105,50
duosion,['psychic'],"['dark', 'ghost', 'bug']","['solosis', 'duosion', 'reuniclus']",5,False,False,65,40,50,30,125,60
reuniclus,['psychic'],"['dark', 'ghost', 'bug']","['solosis', 'duosion', 'reuniclus']",5,False,False,110,65,75,30,125,85
ducklett,"['water', 'flying']","['ice', 'electric', 'grass', 'rock']","['ducklett', 'swanna']",5,False,False,62,44,50,55,44,50
swanna,"['water', 'flying']","['ice', 'electric', 'grass', 'rock']","['ducklett', 'swanna']",5,False,False,75,87,63,98,87,63
vanillite,['ice'],"['fire', 'rock', 'fighting', 'steel']","['vanillite', 'vanillish', 'vanilluxe']",5,False,False,36,50,50,44,65,60
vanillish,['ice'],"['fire', 'rock', 'fighting', 'steel']","['vanillite', 'vanillish', 'vanilluxe']",5,False,False,51,65,65,59,80,75
vanilluxe,['ice'],"['fire', 'rock', 'fighting', 'steel']","['vanillite', 'vanillish', 'vanilluxe']",5,False,False,71,95,85,79,110,95
deerling,"['normal', 'grass']","['fire', 'poison', 'ice', 'flying', 'bug', 'fighting']","['deerling', 'sawsbuck']",5,False,False,60,60,50,75,40,50
sawsbuck,"['normal', 'grass']","['fire', 'poison', 'ice', 'flying', 'bug', 'fighting']","['deerling', 'sawsbuck']",5,False,False,80,100,70,95,60,70
emolga,"['electric', 'flying']","['ice', 'rock', 'electric', 'ground']",['emolga'],5,False,False,55,75,60,103,75,60
karrablast,['bug'],"['fire', 'rock', 'flying']","['karrablast', 'escavalier']",5,False,False,50,75,45,60,40,45
escavalier,"['bug', 'steel']","['fire', 'flying', 'ground', 'rock', 'fighting']","['karrablast', 'escavalier']",5,False,False,70,135,105,20,60,105
foongus,"['grass', 'poison']","['fire', 'poison', 'psychic', 'ice', 'flying', 'ground', 'bug']","['foongus', 'amoonguss']",5,False,False,69,55,45,15,55,55
amoonguss,"['grass', 'poison']","['fire', 'poison', 'psychic', 'ice', 'flying', 'ground', 'bug']","['foongus', 'amoonguss']",5,False,False,114,85,70,30,85,80
frillish,"['water', 'ghost']","['electric', 'dark', 'grass', 'ghost']","['frillish', 'jellicent']",5,False,False,55,40,50,40,65,85
jellicent,"['water', 'ghost']","['electric', 'dark', 'grass', 'ghost']","['frillish', 'jellicent']",5,False,False,100,60,70,60,85,105
alomomola,['water'],"['electric', 'grass']",['alomomola'],5,False,False,165,75,80,65,40,45
joltik,"['bug', 'electric']","['fire', 'rock', 'ground', 'flying']","['joltik', 'galvantula']",5,False,False,50,47,50,65,57,50
galvantula,"['bug', 'electric']","['fire', 'rock', 'ground', 'flying']","['joltik', 'galvantula']",5,False,False,70,77,60,108,97,60
ferroseed,"['grass', 'steel']","['fire', 'poison', 'ice', 'flying', 'ground', 'bug', 'fighting']","['ferroseed', 'ferrothorn']",5,False,False,44,50,91,10,24,86
ferrothorn,"['grass', 'steel']","['fire', 'poison', 'ice', 'flying', 'ground', 'bug', 'fighting']","['ferroseed', 'ferrothorn']",5,False,False,74,94,131,20,54,116
klink,['steel'],"['fire', 'fighting', 'ground']","['klink', 'klang', 'klinklang']",5,False,False,40,55,70,30,45,60
klang,['steel'],"['fire', 'fighting', 'ground']","['klink', 'klang', 'klinklang']",5,False,False,60,80,95,50,70,85
klinklang,['steel'],"['fire', 'fighting', 'ground']","['klink', 'klang', 'klinklang']",5,False,False,60,100,115,90,70,85
tynamo,['electric'],['ground'],"['tynamo', 'eelektrik', 'eelektross']",5,False,False,35,55,40,60,45,40
eelektrik,['electric'],['ground'],"['tynamo', 'eelektrik', 'eelektross']",5,False,False,65,85,70,40,75,70
eelektross,['electric'],['ground'],"['tynamo', 'eelektrik', 'eelektross']",5,False,False,85,115,80,50,105,80
elgyem,['psychic'],"['dark', 'ghost', 'bug']","['elgyem', 'beheeyem']",5,False,False,55,55,55,30,85,55
beheeyem,['psychic'],"['dark', 'ghost', 'bug']","['elgyem', 'beheeyem']",5,False,False,75,75,75,40,125,95
litwick,"['ghost', 'fire']","['dark', 'water', 'ghost', 'ground', 'rock']","['litwick', 'lampent', 'chandelure']",5,False,False,50,30,55,20,65,55
lampent,"['ghost', 'fire']","['dark', 'water', 'ghost', 'ground', 'rock']","['litwick', 'lampent', 'chandelure']",5,False,False,60,40,60,55,95,60
chandelure,"['ghost', 'fire']","['dark', 'water', 'ghost', 'ground', 'rock']","['litwick', 'lampent', 'chandelure']",5,False,False,60,55,90,80,145,90
axew,['dragon'],"['ice', 'fairy', 'dragon']","['axew', 'fraxure', 'haxorus']",5,False,False,46,87,60,57,30,40
fraxure,['dragon'],"['ice', 'fairy', 'dragon']","['axew', 'fraxure', 'haxorus']",5,False,False,66,117,70,67,40,50
haxorus,['dragon'],"['ice', 'fairy', 'dragon']","['axew', 'fraxure', 'haxorus']",5,False,False,76,147,90,97,60,70
cubchoo,['ice'],"['fire', 'rock', 'fighting', 'steel']","['cubchoo', 'beartic']",5,False,False,55,70,40,40,60,40
beartic,['ice'],"['fire', 'rock', 'fighting', 'steel']","['cubchoo', 'beartic']",5,False,False,95,130,80,50,70,80
cryogonal,['ice'],"['fire', 'rock', 'fighting', 'steel']",['cryogonal'],5,False,False,80,50,50,105,95,135
shelmet,['bug'],"['fire', 'rock', 'flying']","['shelmet', 'accelgor']",5,False,False,50,40,85,25,40,65
accelgor,['bug'],"['fire', 'rock', 'flying']","['shelmet', 'accelgor']",5,False,False,80,70,40,145,100,60
stunfisk,"['ground', 'electric']","['ice', 'water', 'grass', 'ground']",['stunfisk'],5,False,False,109,66,84,32,81,99
mienfoo,['fighting'],"['fairy', 'psychic', 'flying']","['mienfoo', 'mienshao']",5,False,False,45,85,50,65,55,50
mienshao,['fighting'],"['fairy', 'psychic', 'flying']","['mienfoo', 'mienshao']",5,False,False,65,125,60,105,95,60
druddigon,['dragon'],"['ice', 'fairy', 'dragon']",['druddigon'],5,False,False,77,120,90,48,60,90
golett,"['ground', 'ghost']","['dark', 'ice', 'water', 'ghost', 'grass']","['golett', 'golurk']",5,False,False,59,74,50,35,35,50
golurk,"['ground', 'ghost']","['dark', 'ice', 'water', 'ghost', 'grass']","['golett', 'golurk']",5,False,False,89,124,80,55,55,80
pawniard,"['dark', 'steel']","['fire', 'ground', 'bug', 'fairy', 'fighting']","['pawniard', 'bisharp', 'kingambit']",5,False,False,45,85,70,60,40,40
bisharp,"['dark', 'steel']","['fire', 'ground', 'bug', 'fairy', 'fighting']","['pawniard', 'bisharp', 'kingambit']",5,False,False,65,125,100,70,60,70
bouffalant,['normal'],['fighting'],['bouffalant'],5,False,False,95,110,95,55,40,95
rufflet,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['rufflet', 'braviary']",5,False,False,70,83,50,60,37,50
braviary,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['rufflet', 'braviary']",5,False,False,100,123,75,80,57,75
vullaby,"['dark', 'flying']","['electric', 'ice', 'bug', 'fairy', 'rock', 'fighting']","['vullaby', 'mandibuzz']",5,False,False,70,55,75,60,45,65
